Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.03, 'minutes_used': 120, 'timestamp': '2025-01-01 00:00:00'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.09, 'minutes_used': 154, 'timestamp': '2024-03-04 15:46:17'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.02, 'minutes_used': 123, 'timestamp': '2024-03-05 04:52:40'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.97, 'minutes_used': 47, 'timestamp': '2024-03-06 18:53:22'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.21, 'minutes_used': 166, 'timestamp': '2024-03-07 17:54:32'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.56, 'minutes_used': 179, 'timestamp': '2024-03-08 11:36:39'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.16, 'minutes_used': 149, 'timestamp': '2024-03-09 19:45:52'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.55, 'minutes_used': 127, 'timestamp': '2024-03-10 22:09:36'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.19, 'minutes_used': 137, 'timestamp': '2024-03-11 18:58:28'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.52, 'minutes_used': 40, 'timestamp': '2024-03-12 13:26:49'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.86, 'minutes_used': 190, 'timestamp': '2024-03-13 15:04:37'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.85, 'minutes_used': 140, 'timestamp': '2024-03-14 07:59:56'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.56, 'minutes_used': 62, 'timestamp': '2024-03-15 10:53:40'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.63, 'minutes_used': 184, 'timestamp': '2024-03-16 15:05:28'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.64, 'minutes_used': 236, 'timestamp': '2024-03-17 01:12:01'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.09, 'minutes_used': 141, 'timestamp': '2024-03-18 11:21:36'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.56, 'minutes_used': 152, 'timestamp': '2024-03-19 19:41:19'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.41, 'minutes_used': 42, 'timestamp': '2024-03-20 07:58:33'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.33, 'minutes_used': 155, 'timestamp': '2024-03-21 20:54:22'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.5, 'minutes_used': 154, 'timestamp': '2024-03-22 16:33:19'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.27, 'minutes_used': 30, 'timestamp': '2024-03-23 04:12:09'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.5, 'minutes_used': 36, 'timestamp': '2024-03-24 15:34:33'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.47, 'minutes_used': 83, 'timestamp': '2024-03-25 19:00:52'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.55, 'minutes_used': 224, 'timestamp': '2024-03-26 07:28:42'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.63, 'minutes_used': 70, 'timestamp': '2024-03-27 23:42:37'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.15, 'minutes_used': 229, 'timestamp': '2024-03-28 14:19:03'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.88, 'minutes_used': 117, 'timestamp': '2024-03-29 20:14:40'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.52, 'minutes_used': 94, 'timestamp': '2024-03-30 01:02:52'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.23, 'minutes_used': 49, 'timestamp': '2024-03-31 13:30:00'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.62, 'minutes_used': 38, 'timestamp': '2024-02-01 08:15:21'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.3, 'minutes_used': 84, 'timestamp': '2024-02-02 15:50:11'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.72, 'minutes_used': 159, 'timestamp': '2024-02-03 11:22:27'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.12, 'minutes_used': 77, 'timestamp': '2024-02-04 09:52:44'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.48, 'minutes_used': 32, 'timestamp': '2024-02-05 18:20:35'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.52, 'minutes_used': 96, 'timestamp': '2024-02-06 21:28:22'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.6, 'minutes_used': 89, 'timestamp': '2024-02-07 10:46:49'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.63, 'minutes_used': 50, 'timestamp': '2024-02-08 22:50:44'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.92, 'minutes_used': 159, 'timestamp': '2024-02-09 23:30:42'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.2, 'minutes_used': 170, 'timestamp': '2024-02-10 21:02:40'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.63, 'minutes_used': 122, 'timestamp': '2024-02-11 07:42:36'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.55, 'minutes_used': 145, 'timestamp': '2024-02-12 22:49:04'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.56, 'minutes_used': 47, 'timestamp': '2024-02-13 17:08:51'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.94, 'minutes_used': 47, 'timestamp': '2024-02-14 07:41:35'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.79, 'minutes_used': 96, 'timestamp': '2024-02-15 17:54:30'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.27, 'minutes_used': 173, 'timestamp': '2024-02-16 17:14:12'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.76, 'minutes_used': 99, 'timestamp': '2024-02-17 11:46:04'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.17, 'minutes_used': 164, 'timestamp': '2024-02-18 04:37:18'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.89, 'minutes_used': 77, 'timestamp': '2024-02-19 01:10:52'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.9, 'minutes_used': 66, 'timestamp': '2024-02-20 04:15:20'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.72, 'minutes_used': 65, 'timestamp': '2024-02-21 19:04:44'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.71, 'minutes_used': 35, 'timestamp': '2024-02-22 11:36:24'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.95, 'minutes_used': 64, 'timestamp': '2024-02-23 11:22:41'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.33, 'minutes_used': 118, 'timestamp': '2024-02-24 23:36:04'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.42, 'minutes_used': 48, 'timestamp': '2024-02-25 15:33:27'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.66, 'minutes_used': 21, 'timestamp': '2024-02-26 20:44:23'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.44, 'minutes_used': 164, 'timestamp': '2024-02-27 10:25:47'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.61, 'minutes_used': 147, 'timestamp': '2024-02-28 22:29:56'}
Device: tv, Data: {'device_id': 101, 'playback': 'Hulu', 'status': 'on', 'energy_consumption': 0.0, 'minutes_used': 0, 'timestamp': '2017-03-03 00:00:00'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.2, 'minutes_used': 45, 'timestamp': '2026-03-11 11:29:33'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.14, 'minutes_used': 58, 'timestamp': '2024-03-01 08:16:31'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.48, 'minutes_used': 237, 'timestamp': '2024-03-02 12:50:47'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.39, 'minutes_used': 93, 'timestamp': '2024-03-03 05:24:51'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.13, 'minutes_used': 125, 'timestamp': '2024-03-04 02:15:14'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.23, 'minutes_used': 199, 'timestamp': '2024-03-05 23:54:11'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.93, 'minutes_used': 175, 'timestamp': '2024-03-06 01:06:58'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.86, 'minutes_used': 158, 'timestamp': '2024-03-07 12:44:32'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.43, 'minutes_used': 214, 'timestamp': '2024-03-08 06:33:33'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.99, 'minutes_used': 95, 'timestamp': '2024-03-09 05:17:47'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.31, 'minutes_used': 79, 'timestamp': '2024-03-10 20:50:58'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.88, 'minutes_used': 89, 'timestamp': '2024-03-11 07:51:06'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.18, 'minutes_used': 74, 'timestamp': '2024-03-12 11:36:09'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.62, 'minutes_used': 74, 'timestamp': '2024-03-13 15:47:59'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.59, 'minutes_used': 150, 'timestamp': '2024-03-14 06:16:13'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.25, 'minutes_used': 90, 'timestamp': '2024-03-15 23:02:36'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.34, 'minutes_used': 214, 'timestamp': '2024-03-16 00:28:25'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.01, 'minutes_used': 111, 'timestamp': '2024-03-17 13:23:16'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.8, 'minutes_used': 206, 'timestamp': '2024-03-18 04:36:06'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.89, 'minutes_used': 150, 'timestamp': '2024-03-19 05:35:33'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.9, 'minutes_used': 106, 'timestamp': '2024-03-20 19:05:59'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.0, 'minutes_used': 42, 'timestamp': '2024-03-21 08:30:07'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.74, 'minutes_used': 172, 'timestamp': '2024-03-22 14:39:46'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.01, 'minutes_used': 109, 'timestamp': '2024-03-23 22:52:23'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.01, 'minutes_used': 100, 'timestamp': '2024-03-24 01:40:14'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.46, 'minutes_used': 157, 'timestamp': '2024-03-25 20:58:48'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.33, 'minutes_used': 151, 'timestamp': '2024-03-26 11:11:23'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.26, 'minutes_used': 105, 'timestamp': '2024-03-27 17:47:24'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.16, 'minutes_used': 132, 'timestamp': '2024-03-28 22:50:59'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.44, 'minutes_used': 151, 'timestamp': '2024-03-29 09:23:04'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.9, 'minutes_used': 104, 'timestamp': '2024-03-30 12:54:05'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 2.12, 'minutes_used': 232, 'timestamp': '2024-03-31 03:24:23'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.89, 'minutes_used': 71, 'timestamp': '2024-02-01 23:31:16'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.55, 'minutes_used': 153, 'timestamp': '2024-02-02 15:16:29'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.28, 'minutes_used': 110, 'timestamp': '2024-02-03 20:37:37'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.99, 'minutes_used': 154, 'timestamp': '2024-02-04 21:37:05'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.38, 'minutes_used': 146, 'timestamp': '2024-02-05 17:09:20'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.72, 'minutes_used': 78, 'timestamp': '2024-02-06 17:15:38'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.21, 'minutes_used': 22, 'timestamp': '2024-02-07 01:00:23'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.21, 'minutes_used': 87, 'timestamp': '2024-02-08 05:32:23'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.86, 'minutes_used': 131, 'timestamp': '2024-02-09 16:49:50'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.97, 'minutes_used': 97, 'timestamp': '2024-02-10 17:05:12'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.92, 'minutes_used': 152, 'timestamp': '2024-02-11 06:49:00'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.95, 'minutes_used': 165, 'timestamp': '2024-02-12 12:18:43'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.57, 'minutes_used': 125, 'timestamp': '2024-02-13 03:19:25'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.99, 'minutes_used': 78, 'timestamp': '2024-02-14 06:48:49'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.1, 'minutes_used': 43, 'timestamp': '2024-02-15 09:12:34'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.64, 'minutes_used': 105, 'timestamp': '2024-02-16 00:40:12'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.75, 'minutes_used': 70, 'timestamp': '2024-02-17 19:51:09'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.92, 'minutes_used': 154, 'timestamp': '2024-02-18 14:10:11'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.7, 'minutes_used': 90, 'timestamp': '2024-02-19 01:10:19'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.95, 'minutes_used': 125, 'timestamp': '2024-02-20 22:47:13'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.64, 'minutes_used': 176, 'timestamp': '2024-02-21 01:03:29'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.74, 'minutes_used': 178, 'timestamp': '2024-02-22 07:56:19'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.91, 'minutes_used': 165, 'timestamp': '2024-02-23 17:29:25'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.14, 'minutes_used': 31, 'timestamp': '2024-02-24 04:18:19'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.78, 'minutes_used': 59, 'timestamp': '2024-02-25 17:13:11'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.75, 'minutes_used': 134, 'timestamp': '2024-02-26 03:35:08'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 1.7, 'minutes_used': 138, 'timestamp': '2024-02-27 22:52:48'}
Device: tv, Data: {'device_id': 101, 'playback': 'Netflix', 'status': 'on', 'energy_consumption': 0.55, 'minutes_used': 91, 'timestamp': '2024-02-28 23:32:14'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.8, 'minutes_used': 120, 'timestamp': '2026-01-14 12:26:44'}
Device: fan, Data: {'device_id': 202, 'speed': 2, 'status': 'on', 'energy_consumption': 0.5, 'minutes_used': 60, 'timestamp': '2026-01-14 12:26:44'}
Device: fan, Data: {'device_id': 302, 'speed': 0, 'status': 'off', 'energy_consumption': 0.0, 'minutes_used': 0, 'timestamp': '2026-01-14 12:26:44'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.0, 'minutes_used': 0, 'timestamp': '2017-03-03 00:00:00'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.5, 'minutes_used': 120, 'timestamp': '2026-03-10 21:21:55'}
Device: fan, Data: {'device_id': 202, 'speed': 2, 'status': 'on', 'energy_consumption': 0.3, 'minutes_used': 60, 'timestamp': '2026-03-10 21:21:55'}
Device: fan, Data: {'device_id': 102, 'speed': 5, 'status': 'on', 'energy_consumption': 0.65, 'minutes_used': 387, 'timestamp': '2024-03-01 07:34:53'}
Device: fan, Data: {'device_id': 102, 'speed': 4, 'status': 'on', 'energy_consumption': 0.31, 'minutes_used': 445, 'timestamp': '2024-03-02 19:12:34'}
Device: fan, Data: {'device_id': 102, 'speed': 1, 'status': 'on', 'energy_consumption': 0.67, 'minutes_used': 380, 'timestamp': '2024-03-03 07:04:35'}
Device: fan, Data: {'device_id': 102, 'speed': 5, 'status': 'on', 'energy_consumption': 0.32, 'minutes_used': 390, 'timestamp': '2024-03-04 15:46:17'}
Device: fan, Data: {'device_id': 102, 'speed': 2, 'status': 'on', 'energy_consumption': 0.59, 'minutes_used': 110, 'timestamp': '2024-03-05 04:52:40'}
Device: fan, Data: {'device_id': 102, 'speed': 2, 'status': 'on', 'energy_consumption': 0.25, 'minutes_used': 71, 'timestamp': '2024-03-06 18:53:22'}
Device: fan, Data: {'device_id': 102, 'speed': 4, 'status': 'on', 'energy_consumption': 0.11, 'minutes_used': 223, 'timestamp': '2024-03-07 17:54:32'}
Device: fan, Data: {'device_id': 102, 'speed': 5, 'status': 'on', 'energy_consumption': 0.31, 'minutes_used': 301, 'timestamp': '2024-03-08 11:36:39'}
Device: fan, Data: {'device_id': 102, 'speed': 2, 'status': 'on', 'energy_consumption': 0.55, 'minutes_used': 105, 'timestamp': '2024-03-09 19:45:52'}
Device: fan, Data: {'device_id': 102, 'speed': 4, 'status': 'on', 'energy_consumption': 0.54, 'minutes_used': 151, 'timestamp': '2024-03-10 22:09:36'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.73, 'minutes_used': 152, 'timestamp': '2024-03-11 18:58:28'}
Device: fan, Data: {'device_id': 102, 'speed': 1, 'status': 'on', 'energy_consumption': 0.6, 'minutes_used': 129, 'timestamp': '2024-03-12 13:26:49'}
Device: fan, Data: {'device_id': 102, 'speed': 2, 'status': 'on', 'energy_consumption': 0.61, 'minutes_used': 283, 'timestamp': '2024-03-13 15:04:37'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.36, 'minutes_used': 307, 'timestamp': '2024-03-14 07:59:56'}
Device: fan, Data: {'device_id': 102, 'speed': 4, 'status': 'on', 'energy_consumption': 0.43, 'minutes_used': 225, 'timestamp': '2024-03-15 10:53:40'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.24, 'minutes_used': 88, 'timestamp': '2024-03-16 15:05:28'}
Device: fan, Data: {'device_id': 102, 'speed': 4, 'status': 'on', 'energy_consumption': 0.69, 'minutes_used': 384, 'timestamp': '2024-03-17 01:12:01'}
Device: fan, Data: {'device_id': 102, 'speed': 2, 'status': 'on', 'energy_consumption': 0.77, 'minutes_used': 470, 'timestamp': '2024-03-18 11:21:36'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.79, 'minutes_used': 90, 'timestamp': '2024-03-19 19:41:19'}
Device: fan, Data: {'device_id': 102, 'speed': 3, 'status': 'on', 'energy_consumption': 0.74, 'minutes_used': 323, 'timestamp': '2024-03-20 07:58:33'}
Device: fan, Data: {'device_id': 102, 'speed': 2, 'status': 'on', 'energy_consumption': 0.57, 'minutes_used': 184, 'timestamp': '2024-03-21 20:54:22'}
Device: fan, Data: {'device_id': 102, 'speed': 5, 'status': 'on', 'energy_consumption': 0.17, 'minutes_used': 85, 'timestamp': '2024-03-22 16:33:19'}
Device: fan, Data: {'device_id': 102, 'speed': 2, 'status': 'on', 'energy_consumption': 0.53, 'minutes_used': 348, 'timestamp': '2024-03-23 04:12:09'}
Device: fan, Data: {'device_id': 102, 'speed': 1, 'status': 'on', 'energy_consumption': 0.4, 'minutes_used': 429, 'timestamp': '2024-03-24 15:34:33'}
